doc.query,map
nnn.nnn,0.23353691615302713
nnn.nnc,0.23210285505229938
nnn.ntn,0.2919944048683797
nnn.ntc,0.2919944048683797
nnn.lnn,0.23553967537822226
nnn.lnc,0.23312026273445063
nnn.ltn,0.294215853476901
nnn.ltc,0.294215853476901
nnn.ann,0.22818390227915078
nnn.anc,0.22632256082690025
nnn.atn,0.29146850584199985
nnn.atc,0.29146850584199985
nnn.bnn,0.22272813275882083
nnn.bnc,0.22010460426075026
nnn.btn,0.29167585873439544
nnn.btc,0.29167585873439544
nnc.nnn,0.29704553080990065
nnc.nnc,0.29704553080990065
nnc.ntn,0.3277717547559574
nnc.ntc,0.3277717547559574
nnc.lnn,0.3051886664846506
nnc.lnc,0.3051886664846506
nnc.ltn,0.3345251033514056
nnc.ltc,0.3345251033514056
nnc.ann,0.3051680166143518
nnc.anc,0.3051680166143518
nnc.atn,0.33839467737478
nnc.atc,0.33839467737478
nnc.bnn,0.30653561766743265
nnc.bnc,0.30653561766743265
nnc.btn,0.3425246737672764
nnc.btc,0.3425246737672764
ntn.nnn,0.2919944048683797
ntn.nnc,0.2919944048683797
ntn.ntn,0.30422576679755176
ntn.ntc,0.30422576679755176
ntn.lnn,0.294215853476901
ntn.lnc,0.294215853476901
ntn.ltn,0.3043347885009874
ntn.ltc,0.3043347885009874
ntn.ann,0.29146850584199985
ntn.anc,0.29146850584199985
ntn.atn,0.30722146108605747
ntn.atc,0.30722146108605747
ntn.bnn,0.29167585873439544
ntn.bnc,0.29167585873439544
ntn.btn,0.30397954616930273
ntn.btc,0.30397954616930273
ntc.nnn,0.31793213459764963
ntc.nnc,0.31793213459764963
ntc.ntn,0.31801051499080135
ntc.ntc,0.31801051499080135
ntc.lnn,0.3237605733133844
ntc.lnc,0.3237605733133844
ntc.ltn,0.32619292796251187
ntc.ltc,0.32619292796251187
ntc.ann,0.33007903095063995
ntc.anc,0.33007903095063995
ntc.atn,0.3321827706488191
ntc.atc,0.3321827706488191
ntc.bnn,0.3330863074269335
ntc.bnc,0.3330863074269335
ntc.btn,0.3290873313723457
ntc.btc,0.3290873313723457
lnn.nnn,0.29148110046148373
lnn.nnc,0.29146853495590574
lnn.ntn,0.32689541063593125
lnn.ntc,0.32689541063593125
lnn.lnn,0.2925516124430916
lnn.lnc,0.29255648981209936
lnn.ltn,0.33198509180239805
lnn.ltc,0.33198509180239805
lnn.ann,0.2933165122743083
lnn.anc,0.2932729047948313
lnn.atn,0.3345901600393282
lnn.atc,0.3345901600393282
lnn.bnn,0.28409707645375704
lnn.bnc,0.2841019538227648
lnn.btn,0.3326724422733199
lnn.btc,0.3326724422733199
lnc.nnn,0.3246948220632337
lnc.nnc,0.3246948220632337
lnc.ntn,0.3325614363056943
lnc.ntc,0.3325614363056943
lnc.lnn,0.3272484479136544
lnc.lnc,0.3272484479136544
lnc.ltn,0.3399772129803996
lnc.ltc,0.3399772129803996
lnc.ann,0.33033961836379927
lnc.anc,0.33033961836379927
lnc.atn,0.3466475889363524
lnc.atc,0.3466475889363524
lnc.bnn,0.3293846141663728
lnc.bnc,0.3293846141663728
lnc.btn,0.35057457606835324
lnc.btc,0.35057457606835324
ltn.nnn,0.32689541063593125
ltn.nnc,0.32689541063593125
ltn.ntn,0.3276007757632182
ltn.ntc,0.3276007757632182
ltn.lnn,0.33198509180239805
ltn.lnc,0.33198509180239805
ltn.ltn,0.3301292616882854
ltn.ltc,0.3301292616882854
ltn.ann,0.3345901600393282
ltn.anc,0.3345901600393282
ltn.atn,0.333228245174895
ltn.atc,0.333228245174895
ltn.bnn,0.3326724422733199
ltn.bnc,0.3326724422733199
ltn.btn,0.33163814846011885
ltn.btc,0.33163814846011885
ltc.nnn,0.32816320737849064
ltc.nnc,0.32816320737849064
ltc.ntn,0.32240306401754454
ltc.ntc,0.32240306401754454
ltc.lnn,0.3353403647415455
ltc.lnc,0.3353403647415455
ltc.ltn,0.33404440651605066
ltc.ltc,0.33404440651605066
ltc.ann,0.34292359844171294
ltc.anc,0.34292359844171294
ltc.atn,0.3390922042311028
ltc.atc,0.3390922042311028
ltc.bnn,0.3394864996114517
ltc.bnc,0.3394864996114517
ltc.btn,0.33646606232931986
ltc.btc,0.33646606232931986
ann.nnn,0.3027762374197677
ann.nnc,0.30317030965292047
ann.ntn,0.327259264530782
ann.ntc,0.327259264530782
ann.lnn,0.30395615360655204
ann.lnc,0.30441952590900484
ann.ltn,0.33047602904678897
ann.ltc,0.33047602904678897
ann.ann,0.2959719052293453
ann.anc,0.2964352775317981
ann.atn,0.3281314315309939
ann.atc,0.3281314315309939
ann.bnn,0.2908314717760073
ann.bnc,0.2922326254329081
ann.btn,0.32615437350714094
ann.btc,0.32615437350714094
anc.nnn,0.3159366206796985
anc.nnc,0.3159366206796985
anc.ntn,0.3291807660696048
anc.ntc,0.3291807660696048
anc.lnn,0.31394370373982855
anc.lnc,0.31394370373982855
anc.ltn,0.3357537257536658
anc.ltc,0.3357537257536658
anc.ann,0.31807500199704253
anc.anc,0.31807500199704253
anc.atn,0.3407324554854404
anc.atc,0.3407324554854404
anc.bnn,0.30987066090319576
anc.bnc,0.30987066090319576
anc.btn,0.33934448017545654
anc.btc,0.33934448017545654
atn.nnn,0.327259264530782
atn.nnc,0.327259264530782
atn.ntn,0.31270726043119634
atn.ntc,0.31270726043119634
atn.lnn,0.33047602904678897
atn.lnc,0.33047602904678897
atn.ltn,0.3140251625641723
atn.ltc,0.3140251625641723
atn.ann,0.3281314315309939
atn.anc,0.3281314315309939
atn.atn,0.3138977985405475
atn.atc,0.3138977985405475
atn.bnn,0.32615437350714094
atn.bnc,0.32615437350714094
atn.btn,0.3090103984036282
atn.btc,0.3090103984036282
atc.nnn,0.3275403244796383
atc.nnc,0.3275403244796383
atc.ntn,0.3170931963851618
atc.ntc,0.3170931963851618
atc.lnn,0.33571417428244116
atc.lnc,0.33571417428244116
atc.ltn,0.32273012662717443
atc.ltc,0.32273012662717443
atc.ann,0.33602996978815997
atc.anc,0.33602996978815997
atc.atn,0.32115934557723647
atc.atc,0.32115934557723647
atc.bnn,0.33534815131669493
atc.bnc,0.33534815131669493
atc.btn,0.31840523707494417
atc.btc,0.31840523707494417
bnn.nnn,0.272537120720541
bnn.nnc,0.27227257045599074
bnn.ntn,0.2932918523123958
bnn.ntc,0.2932918523123958
bnn.lnn,0.27097656062967784
bnn.lnc,0.27107449510261233
bnn.ltn,0.2997281191340793
bnn.ltc,0.2997281191340793
bnn.ann,0.2687812642036122
bnn.anc,0.2687812642036122
bnn.atn,0.29828729894102524
bnn.atc,0.29828729894102524
bnn.bnn,0.2604738713728365
bnn.bnc,0.2604738713728365
bnn.btn,0.2958224361078931
bnn.btc,0.2958224361078931
bnc.nnn,0.2877996053586679
bnc.nnc,0.2877996053586679
bnc.ntn,0.3026641181343583
bnc.ntc,0.3026641181343583
bnc.lnn,0.2901742609160157
bnc.lnc,0.2901742609160157
bnc.ltn,0.3138247790931009
bnc.ltc,0.3138247790931009
bnc.ann,0.2945837769694421
bnc.anc,0.2945837769694421
bnc.atn,0.31685370437593074
bnc.atc,0.31685370437593074
bnc.bnn,0.2900963619929974
bnc.bnc,0.2900963619929974
bnc.btn,0.31530564198406485
bnc.btc,0.31530564198406485
btn.nnn,0.2932918523123958
btn.nnc,0.2932918523123958
btn.ntn,0.27919839974515637
btn.ntc,0.27919839974515637
btn.lnn,0.2997281191340793
btn.lnc,0.2997281191340793
btn.ltn,0.2819065484256037
btn.ltc,0.2819065484256037
btn.ann,0.29828729894102524
btn.anc,0.29828729894102524
btn.atn,0.28339740709379185
btn.atc,0.28339740709379185
btn.bnn,0.2958224361078931
btn.bnc,0.2958224361078931
btn.btn,0.28306973048021294
btn.btc,0.28306973048021294
btc.nnn,0.3000285918688699
btc.nnc,0.3000285918688699
btc.ntn,0.2827277886929603
btc.ntc,0.2827277886929603
btc.lnn,0.3101391624453947
btc.lnc,0.3101391624453947
btc.ltn,0.2905912289680305
btc.ltc,0.2905912289680305
btc.ann,0.3156707946905676
btc.anc,0.3156707946905676
btc.atn,0.2926892302667263
btc.atc,0.2926892302667263
btc.bnn,0.3131057391625847
btc.bnc,0.3131057391625847
btc.btn,0.2933654574331827
btc.btc,0.2933654574331827
