doc.query,map
nnn.nnn,0.22774818397716645
nnn.nnc,0.2283341056613025
nnn.ntn,0.2776958694838298
nnn.ntc,0.2776958694838298
nnn.lnn,0.22955444156020974
nnn.lnc,0.2294329285934587
nnn.ltn,0.2822150993304407
nnn.ltc,0.2822150993304407
nnn.ann,0.23121570575764616
nnn.anc,0.23023029960557334
nnn.atn,0.2814815116845362
nnn.atc,0.2814815116845362
nnn.bnn,0.22681936379514112
nnn.bnc,0.2266607847347764
nnn.btn,0.2777520222675467
nnn.btc,0.2777520222675467
nnc.nnn,0.28173687117188106
nnc.nnc,0.28173687117188106
nnc.ntn,0.3135904424083919
nnc.ntc,0.3135904424083919
nnc.lnn,0.28986315557334863
nnc.lnc,0.28986315557334863
nnc.ltn,0.3180670479491
nnc.ltc,0.3180670479491
nnc.ann,0.2940503154736704
nnc.anc,0.2940503154736704
nnc.atn,0.32280478695927495
nnc.atc,0.32280478695927495
nnc.bnn,0.2959221334597074
nnc.bnc,0.2959221334597074
nnc.btn,0.32870823155090634
nnc.btc,0.32870823155090634
ntn.nnn,0.2776958694838298
ntn.nnc,0.2776958694838298
ntn.ntn,0.29697504562159965
ntn.ntc,0.29697504562159965
ntn.lnn,0.2822150993304407
ntn.lnc,0.2822150993304407
ntn.ltn,0.30323576986721396
ntn.ltc,0.30323576986721396
ntn.ann,0.2814815116845362
ntn.anc,0.2814815116845362
ntn.atn,0.30297768489919313
ntn.atc,0.30297768489919313
ntn.bnn,0.2777520222675467
ntn.bnc,0.2777520222675467
ntn.btn,0.30298851226578977
ntn.btc,0.30298851226578977
ntc.nnn,0.3051378622111614
ntc.nnc,0.3051378622111614
ntc.ntn,0.30646417822156014
ntc.ntc,0.30646417822156014
ntc.lnn,0.3109058533855171
ntc.lnc,0.3109058533855171
ntc.ltn,0.31151030308135047
ntc.ltc,0.31151030308135047
ntc.ann,0.3174828882361532
ntc.anc,0.3174828882361532
ntc.atn,0.3168629480454881
ntc.atc,0.3168629480454881
ntc.bnn,0.32379414676123974
ntc.bnc,0.32379414676123974
ntc.btn,0.3256279801919304
ntc.btc,0.3256279801919304
lnn.nnn,0.28277314678842624
lnn.nnc,0.28268425789953733
lnn.ntn,0.3130089499579602
lnn.ntc,0.3130089499579602
lnn.lnn,0.29051496254626763
lnn.lnc,0.2902629034942086
